fly_name,type,species,materials,tutorials
Saltwater Game Changer #1/0,Streamer,redfish;snook;tarpon,hook: articulated shanks (3); hook: saltwater #1/0; thread: 140d white; tail: white EP fibers; flash: pearl flashabou; body: white/olive EP fibers (stacked); lateral line: pearl flashabou; eyes: 3D eyes large,
Tarpon Game Changer #3/0,Streamer,tarpon,hook: articulated shanks (3); hook: saltwater #3/0; thread: 140d black; tail: black EP fibers; flash: purple flashabou; body: black/purple EP fibers (stacked); lateral line: purple flashabou; eyes: 3D eyes XL,
Largemouth Slider #2,Streamer,bass,hook: streamer #2; thread: 140d white; eyes: lead dumbbell; tail: white craft fur; flash: pearl krystal flash; body: white estaz; wing: white craft fur; head: white spun deer hair,
Meat Whistle (Black) #1/0,Streamer,bass,hook: jig #1/0; thread: 140d black; eyes: lead dumbbell; tail: black rabbit strip; body: black chenille; collar: black hackle; flash: purple krystal flash,
Drunk and Disorderly #1/0,Streamer,bass,hook: articulated shank; hook: streamer #1/0; thread: 140d chartreuse; tail: chartreuse marabou; body: chartreuse chenille; collar: chartreuse schlappen; head: chartreuse spun deer hair,
Hollow Fleye (Bluegill) #1,Streamer,bass,hook: streamer #1; thread: 140d blue; tail: blue/orange bucktail; flash: pearl flashabou; body: blue/orange/yellow bucktail (hollow tied); eyes: 3D eyes medium,
Bass Toad #1/0,Topwater,bass,hook: streamer #1/0; thread: 140d chartreuse; body: chartreuse/white deer hair (spun and clipped); legs: chartreuse rubber legs; eyes: 3D eyes medium,
Dahlberg Diver (Bluegill) #2,Topwater,bass,hook: streamer #2; thread: 140d blue; tail: blue/orange marabou; flash: pearl flashabou; body: blue/orange/white deer hair (spun and clipped); eyes: 3D eyes medium,
Swimming Frog #2,Topwater,bass,hook: streamer #2; thread: 140d olive; tail: olive marabou; body: olive deer hair (spun and clipped); legs: olive rubber legs; eyes: 3D eyes medium,
Deceiver (Bluegill) #1/0,Streamer,bass,hook: streamer #1/0; thread: 140d blue; tail: blue saddle hackles; flash: pearl flashabou; body: blue/orange/white bucktail; eyes: 3D eyes medium,
Zonker (Mouse) #1,Streamer,bass,hook: streamer #1; thread: 140d gray; tail: gray rabbit strip; body: gray rabbit strip; head: gray spun deer hair; ears: deer hair; eyes: monofilament (burnt),
Surf Starburst (Pink) #1,Streamer,redfish;pompano,hook: saltwater #1; thread: 140d pink; eyes: lead dumbbell; tail: white craft fur; flash: pearl krystal flash; body: pink EP fibers; collar: white saddle hackle,
Surf Starburst (Chartreuse) #1,Streamer,redfish;pompano,hook: saltwater #1; thread: 140d chartreuse; eyes: lead dumbbell; tail: white craft fur; flash: pearl krystal flash; body: chartreuse EP fibers; collar: white saddle hackle,
Apalachicola Mud Minnow #4,Streamer,redfish;speckled trout,hook: saltwater #4; thread: 140d rootbeer; eyes: bead chain medium; tail: rootbeer craft fur; flash: copper krystal flash; body: rootbeer chenille; collar: brown hackle,
Florida Panhandle Shrimp #4,Streamer,redfish;speckled trout,hook: saltwater #4; thread: 140d tan; eyes: bead chain medium; tail: tan rubber legs; body: tan EP fibers; shell: thin skin clear; legs: tan rubber legs,
Sand Flea #4,Streamer,pompano;redfish,hook: saltwater #4; thread: 140d white; eyes: bead chain small; body: white/orange dubbing; legs: white rubber legs,
Pompano Rocket #2,Streamer,pompano,hook: saltwater #2; thread: 140d pink; eyes: lead dumbbell; tail: white craft fur; flash: pearl krystal flash; body: pink EP fibers; wing: white craft fur,
Flats Minnow #2,Streamer,redfish;speckled trout,hook: saltwater #2; thread: 140d white; eyes: lead dumbbell; tail: white bucktail; flash: pearl flashabou; body: pearl estaz; wing: white bucktail; gills: red flashabou,
Marsh Minnow #4,Streamer,redfish,hook: saltwater #4; thread: 140d olive; eyes: bead chain medium; tail: olive craft fur; flash: pearl krystal flash; body: olive EP fibers; wing: olive craft fur,
Half and Half #1,Streamer,redfish;speckled trout,hook: saltwater #1; thread: 140d white; eyes: lead dumbbell; tail: white bucktail; flash: pearl flashabou; body: pearl estaz; wing: white bucktail; gills: red flashabou,
Speckled Trout Clouser #2,Streamer,speckled trout,hook: saltwater #2; thread: 140d white; eyes: lead dumbbell; belly: white bucktail; back: chartreuse bucktail; flash: pearl flashabou,
T-Bone Game Changer #2/0,Streamer,bass;muskie,hook: articulated shanks (4); hook: streamer #2/0; thread: 140d white; tail: white EP fibers; flash: pearl flashabou; body: white/chartreuse EP fibers (stacked); lateral line: pearl flashabou; eyes: 3D eyes XL,
Feather Game Changer #1/0,Streamer,bass;pike,hook: articulated shanks (3); hook: streamer #1/0; thread: 140d white; tail: white saddle hackles; body: white hackle (palmered on each shank); flash: pearl flashabou; eyes: 3D eyes large,
Micro Game Changer #6,Streamer,trout,hook: articulated shanks (2); hook: streamer #6; thread: 140d olive; tail: olive marabou; body: olive EP fibers (stacked); lateral line: pearl flashabou; eyes: 3D eyes micro,
Triple Double #2/0,Streamer,bass;pike,hook: articulated shanks (2); hook: streamer #2/0; thread: 140d chartreuse; tail: chartreuse bucktail; flash: chartreuse flashabou; body: chartreuse EP fibers; collar: chartreuse schlappen; head: chartreuse spun deer hair,
Jerk Bait #1,Streamer,bass;pike,hook: articulated shanks (2); hook: streamer #1; thread: 140d white; tail: white bucktail; flash: pearl flashabou; body: pearl estaz; wing: white bucktail; eyes: 3D eyes medium,
Fly Frog #2,Topwater,bass,hook: streamer #2; thread: 140d chartreuse; body: chartreuse foam; legs: black rubber legs; eyes: 3D eyes medium,
Articulated Leech (Purple) #4,Streamer,trout;bass,hook: articulated shank; hook: streamer #4; thread: 140d purple; tail: purple marabou; body: purple chenille; collar: purple schlappen,
River Monster #2/0,Streamer,bass;pike,hook: articulated shanks (3); hook: streamer #2/0; thread: 140d chartreuse; tail: chartreuse bucktail; flash: chartreuse flashabou; body: chartreuse EP fibers; collar: chartreuse schlappen; head: chartreuse spun deer hair,
Baby Gonga #2,Streamer,bass;trout,hook: articulated shank; hook: streamer #2; thread: 140d olive; tail: olive marabou; body: olive dubbing; collar: olive schlappen; head: olive spun deer hair,
Lake of the Ozarks Gizzard Shad #1,Streamer,bass,hook: streamer #1; thread: 140d white; tail: white bucktail; flash: pearl flashabou; body: pearl estaz; wing: white bucktail; back: light gray bucktail; eyes: 3D eyes medium,
Table Rock Crayfish #2,Streamer,bass,hook: streamer #2; thread: 140d rust; eyes: lead dumbbell; tail: rust marabou; claws: rust rabbit strips; body: rust chenille; legs: rust rubber legs; antenna: monofilament (burnt),
Truman Lake Sculpin #4,Streamer,bass,hook: streamer #4; thread: 140d olive; eyes: lead dumbbell; tail: olive marabou; flash: copper krystal flash; body: olive chenille; collar: olive schlappen; head: olive spun deer hair,
Missouri Bullfrog #1/0,Topwater,bass,hook: streamer #1/0; thread: 140d olive; tail: olive marabou; body: olive deer hair (spun and clipped); legs: olive rubber legs; eyes: 3D eyes large,
Bull Shoals Bluegill #2,Streamer,bass,hook: streamer #2; thread: 140d blue; tail: blue/orange marabou; flash: pearl flashabou; body: blue chenille; belly: orange chenille; collar: blue schlappen; eyes: 3D eyes medium,
Ozark Hellgrammite #4,Streamer,bass;smallmouth,hook: streamer #4; thread: 140d black; tail: black rubber legs; body: black chenille; legs: black rubber legs (multiple pairs); antenna: black rubber legs,
Stockton Lake Leech #4,Streamer,bass,hook: streamer #4; thread: 140d black; tail: black rabbit strip; flash: purple krystal flash; body: black rabbit strip wrapped; collar: black marabou,
Pomme de Terre Finesse Minnow #6,Streamer,bass,hook: streamer #6; thread: 140d white; tail: white marabou; flash: pearl flashabou; body: pearl estaz; wing: white marabou; eyes: 3D eyes small,
Mark Twain Lake Popper #2,Topwater,bass,hook: popper #2; thread: 140d white; body: white foam popper body; tail: white bucktail; flash: pearl flashabou; legs: white rubber legs; eyes: 3D eyes medium,
Current River Smallmouth Bugger #4,Streamer,bass;smallmouth,hook: streamer #4; bead: conehead brass; thread: 140d olive; tail: olive marabou; flash: copper krystal flash; body: olive chenille; hackle: grizzly,
Missouri Ozark Craw #2,Streamer,bass,hook: streamer #2; thread: 140d rust; eyes: lead dumbbell; claws: rust rabbit strips; body: rust dubbing; back: brown thin skin; legs: rust rubber legs,
Table Rock Mega Shad #1/0,Streamer,bass,hook: articulated shank; hook: streamer #1/0; thread: 140d white; tail: white bucktail; flash: pearl flashabou; body: white EP fibers; back: pearl flashabou; eyes: 3D eyes large,
Taneycomo Streamer #2,Streamer,bass;trout,hook: streamer #2; thread: 140d olive; tail: olive marabou; flash: pearl krystal flash; body: olive chenille; collar: grizzly hackle; head: olive spun deer hair,
Meramec Crawdad #4,Streamer,bass;smallmouth,hook: streamer #4; thread: 140d rust; eyes: lead dumbbell; tail: rust marabou; claws: rust rabbit strips; body: rust dubbing; legs: rust rubber legs,
Grand River Mouse #2,Topwater,bass,hook: streamer #2; thread: 140d gray; tail: gray rabbit strip cut thin; body: gray deer hair (spun and clipped); ears: deer hair; eyes: monofilament (burnt),
James River Sunfish #2,Streamer,bass,hook: streamer #2; thread: 140d blue; tail: blue/orange marabou; flash: pearl flashabou; body: blue chenille; collar: blue schlappen; belly spot: orange dubbing; eyes: 3D eyes medium,
Jacks Fork Weedless Frog #1/0,Topwater,bass,hook: streamer #1/0; thread: 140d chartreuse; body: chartreuse foam; legs: black rubber legs; weed guard: monofilament; eyes: 3D eyes large,
Clearwater Lake Minnow #2,Streamer,bass,hook: streamer #2; thread: 140d silver; tail: white marabou; flash: silver flashabou; body: silver mylar tubing; wing: white bucktail; eyes: 3D eyes medium,
Wappapello Slider #4,Streamer,bass,hook: streamer #4; thread: 140d chartreuse; eyes: bead chain medium; tail: chartreuse craft fur; flash: pearl krystal flash; body: chartreuse EP fibers; collar: white saddle hackle,
Missouri River Clouser #1,Streamer,bass;catfish,hook: streamer #1; thread: 140d chartreuse; eyes: lead dumbbell; belly: white bucktail; back: chartreuse bucktail; flash: pearl flashabou,
Marabou Muddler,Streamer,trout,hook: streamer hook; thread: tan; tail: mottled turkey; body: gold tinsel; wing: squirrel tail; head: marabou (instead of deer hair),
Mossback Nymph,Nymph,trout,hook: nymph hook #4-12; thread: brown; tail: brown goose biots; body: woven dark hair; legs: brown hen hackle,
Woven Hair Nymph (George Grant),Nymph,trout,"hook: long shank nymph #6-10; thread: waxed; tail: badger hair; body: floss silk overwrapped with flat monofilament; hackle: woven hair (badger, skunk, elk, etc.)",
Troth Bullhead,Streamer,trout,hook: streamer #4-10; weight: lead wire wraps; thread: brown; tail: peacock herl over black marabou over white bucktail; body: white yarn; shellback: peacock herl and marabou; head/collar: spun deer hair,
Casual Dress Nymph,Nymph,trout,hook: nymph #12; thread: black 140 denier; tail: muskrat guard hairs; body: muskrat underfur dubbing; collar: muskrat fur (guard hairs and underfur); wingcase: black ostrich herl,
Henry's Fork Foam Stone,Dry/Terrestrial,trout,hook: dry fly hook; thread: tan; body: tan foam; wing: elk hair; indicator: orange foam; legs: rubber,
EZ Caddis,Dry,trout,hook: dry fly hook #14-18; thread: tan; body: tan dubbing; wing: CDC puff; hackle: brown rooster,
Captive Dun,Dry/Emerger,trout,hook: dry fly hook #16-20; thread: olive; shuck: zelon; body: olive dubbing; wing: comparadun deer hair; thorax: olive dubbing,
Last Chance Cripple,Dry/Emerger,trout,hook: dry fly hook #16-20; thread: olive; shuck: antron; body: olive superfine dubbing; wing: CDC puff; hackle: dun rooster (sparse),
Skunk,Wet/Hairwing,steelhead,hook: steelhead iron #2-8; thread: black; body: black chenille; rib: silver tinsel; wing: white calf tail or bucktail; hackle: black schlappen,
Purple Peril,Wet/Hairwing,steelhead,hook: steelhead iron #2-8; thread: black; tail: purple saddle hackle; body: purple chenille or dubbing; rib: silver tinsel; wing: white calf tail or bucktail; hackle: purple saddle hackle,
Skykomish Sunrise,Wet/Hairwing,steelhead,hook: steelhead iron #3/0-7; thread: red; tag: flat silver tinsel; tail: red and yellow hackle fibers; body: red chenille; rib: oval silver tinsel; wing: white polar bear or calf tail; hackle: red and yellow mixed,
Intruder,Streamer/Articulated,steelhead;salmon,hook: shank + stinger hook; thread: red; butt: blue angel hair; body: copper diamond braid; collars: ostrich herl (turquoise and chartreuse); dubbing ball: orange UV ice dub,
MOAL Leech,Streamer/Articulated,steelhead;trout,hook: shank + stinger hook; thread: purple; connection: 20lb dacron; body: purple crosscut rabbit strip wrapped on connection and shank,
Squidrow,Streamer/Articulated,steelhead,hook: shank + stinger hook; thread: red; weight: silver dumbbell eyes; body: gold diamond braid and purple UV ice dub; collars: pink/purple rubber legs (Sili Legs),
Coulee Cranefly,Dry,trout,hook: dry fly hook #16-18; thread: tan; body: tan dubbing; wing: deer hair; legs: knotted pheasant tail fibers; hackle: grizzly rooster,
Turkey Leech (Whiskey Leech),Streamer,trout,hook: streamer hook #4-10; thread: brown; tail: brown marabou; body: turkey biot or similar; hackle: brown rooster (palmered),
Dahlberg Diver,Topwater/Diver,bass;pike,hook: streamer hook #2-8; thread: tan; tail: marabou; body: spun and clipped deer hair (shaped head); collar: spun deer hair,
Flash Dancer,Streamer,bass,hook: streamer hook #2-8; thread: white; tail: white marabou; body: opalescent estaz; wing: flashabou; collar: deer hair tips; head: spun and clipped deer hair,
Bear's Hex,Dry,trout,hook: long shank dry #6-8; thread: yellow; tail: moose body hair; body: yellow dubbing; wing: calf tail; hackle: grizzly and brown mixed,
Crossdresser (Jeff 'Bear' Andrews),Nymph,steelhead;trout,hook: nymph hook #6-10; eyes: black mono; tail: natural grizzly mini marabou; body: peach estaz; wingcase: thin skin mottled; legs: teal flank,
Yallarhammer,Wet,trout,hook: wet fly hook #10-14; thread: yellow; body: yellow floss or dubbing; wing: flicker woodpecker feather substitute (dyed quail); hackle: brown hen,
Infallible,Dry,trout,hook: dry fly hook #12-16; thread: brown; tail: badger hair; body: mink fur dubbing; wings: wood duck flank; hackle: brown rooster,
Adams Variant,Dry,trout,hook: dry fly hook #12-16; thread: gray; tail: grizzly and brown hackle fibers; body: gray muskrat dubbing with yellow floss center band; wings: grizzly hackle tips; hackle: grizzly and brown mixed (heavy),
MarMac Hopper,Dry/Terrestrial,trout,hook: long shank dry #10-14; thread: green; body: green and gray foam/dubbing; legs: knotted pheasant tail or rubber; wing: deer hair,
Chocolate Thunderhead,Dry,trout,hook: dry fly hook #12-16; thread: brown; tail: deer hair; body: chocolate brown dubbing; wing: deer hair; hackle: brown and grizzly mixed,
Devil Bug,Topwater,bass,"hook: bass bug hook #2-8; thread: black; body: spun and clipped deer hair (lashed fore and aft, not fully spun); head: clipped deer hair",
Coaxer,Topwater,bass,"hook: bass bug hook #2-8; thread: black; body: wide, flat cork; wings: red felt; tail: feather fibers",
Butt Monkey,Streamer/Articulated,trout;bass,hook: articulated shank + streamer hook #2-6; thread: olive; tail: olive marabou; body: schlappen + dubbing loop; head: spun deer hair,
Crawler Fly,Streamer,bass;trout,hook: Ahrex TP650 #2-4; thread: Veevus 6/0; connection: 25lb mono + beads; tail: beige bucktail + orange voodoo fibers; body: rubber chenille; hackle: hen saddle; eyes: brass dumbbell; front hackle: synthetic rabbit zonker,
Green Highlander,Salmon Fly,atlantic salmon,"hook: salmon hook #2-8; thread: black; tag: silver tinsel and yellow floss; tail: golden pheasant crest; body: yellow, green, and black floss sections; rib: oval silver tinsel; hackle: green (palmered); wing: mixed feathers including tippet, mallard, and golden pheasant",
Beiss Fly,Tube Fly,atlantic salmon,hook: tube + treble/double hook; thread: black; body: silver tinsel; wing: black and yellow fox hair mixed; hackle: yellow rooster; cone: brass conehead,
Czech Nymph (Bobesh),Nymph,trout;grayling,hook: gammarus/scud hook #8-16; weight: lead wire; thread: olive; body: olive dubbing; shellback: latex foil (clear or tan); rib: monofilament or copper wire; thorax: dark dubbing (peacock or black),
Vladi's Worm,Nymph,trout;grayling,hook: nymph hook #10-14; weight: lead wire; thread: red; body: stretched latex (condom) over thread base,
Fat Albert,Dry/Terrestrial,trout,hook: long shank dry #6-10; thread: black; body: black or tan foam; legs: rubber; indicator: bright foam on top,
Hare and Copper,Nymph,trout,hook: nymph hook #10-16; weight: copper wire or bead; thread: brown; tail: hare's mask guard hairs; body: hare's ear dubbing; rib: fine copper wire,
Kiwi Dun,Dry,trout,hook: dry fly hook #12-14; thread: olive; tail: dun hackle fibers; body: olive dubbing; wing: CDC or deer hair,
Hotspot Nymph (Ronan Creane),Nymph,trout,hook: heavyweight nymph #10-12; bead: tungsten; thread: black; body: claret dubbing; rib: wire; hotspot: fluorescent dubbing collar (orange or pink),
Andino Deceiver,Streamer,golden dorado,hook: stout saltwater 2/0-4/0; thread: black; eyes: dumbbell; tail: long schlappens (black/orange/red) + flash; body: bucktail; back: peacock herl; head: spun and clipped deer hair,
Brush Fly,Streamer,tigerfish,hook: stout saltwater 3/0-8/0; thread: nano silk; tail: saddle hackles; body: composite loop of SF fibre and bucktail; eyes: stick-on,
Bully Beef,Streamer,tigerfish,hook: Gamakatsu B10S 2/0; weight: lead wire; thread: red; eyes: yellow dumbbell; body: copper tinsel flash coated in UV resin; gills: red jelly chenille; tail: natural magnum rabbit zonker,
Frog Popper (Murray Cod),Topwater,murray cod,hook: Ahrex PR 378 6/0; thread: heavy GSP; body: shaped foam popper head; legs: bucktail; tail: marabou or saddle hackles,
Sickada,Topwater,murray cod,hook: double Ahrex PR378 4/0; thread: heavy GSP; body: carved foam cicada; wings: deer hair + flash; legs: rubber; eyes: 3d; weedguard: mono,
Cod Snack,Streamer,murray cod,hook: Owner spinnerbait hook + stinger; thread: heavy GSP; tail: saddle hackles; body: reversed tied bucktail + flash; collar: brush collar; weed guard: heavy mono,
Crazy Charlie,Nymph/Saltwater,bonefish,hook: saltwater #4-8; eyes: bead chain; thread: pink or white; body: pearl braid or floss; wing: calf tail or craft fur,
Christmas Island Special,Nymph/Saltwater,bonefish,hook: saltwater #8-10; eyes: bead chain; thread: orange; body: pearl braid; wing: orange craft fur,
Spawning Shrimp,Nymph/Saltwater,bonefish;permit,hook: saltwater #2-6; eyes: bead chain or lead; thread: tan; tail: craft fur with orange egg sac material; body: dubbing or EP fibers; legs: rubber,
Del's Merkin (Permit Crab),Nymph/Saltwater,permit,hook: saltwater #1/0-4; eyes: lead dumbbell; thread: tan; claws: yarn or craft fur; body: rug yarn tied flat; legs: rubber or silicone,
Apte II Tarpon Fly,Streamer/Saltwater,tarpon,hook: tarpon hook #1/0-3/0; thread: red; tail: grizzly saddle hackles; body: red and yellow hackle (palmered); collar: splayed grizzly hackles,
Surf Candy,Streamer/Saltwater,striped bass;bluefish,hook: saltwater #2-2/0; thread: white; body: bucktail or synthetic fibers; head: epoxy or UV resin; eyes: stick-on,
Whistler,Streamer/Saltwater,striped bass,hook: saltwater #2-2/0; eyes: bead chain or dumbbell; thread: chartreuse; tail: chartreuse marabou; body: chartreuse chenille; wing: chartreuse bucktail,
Sar-Mul-Mac,Streamer/Saltwater,striped bass,"hook: saltwater #1/0-3/0; thread: white; body: silver mylar tubing; wing: layered bucktail (white, yellow, blue); topping: peacock herl",
Gartside's Soft Hackle Streamer,Streamer/Saltwater,striped bass;snook,"hook: saltwater #2-1/0; thread: olive; tail: flashabou; body: layered marabou collars (olive, tan); hackle: wood duck flank",
Gurgler,Topwater/Saltwater,striped bass;bluefish,hook: long shank saltwater #2-2/0; thread: white; tail: bucktail; body: foam strip folded over body material (craft fur or dubbing),
Billfish Teaser,Topwater/Saltwater,billfish,"hook: hookless tube or large popper head; body: large foam popper head or tube; tail: feathers, flash, or synthetic hair (pink/white or blue/white)",
Quill Gordon #14,Dry,trout,"hook: dry #14; thread: black 8/0; tail: wood-duck flank; body: stripped peacock quill or muskrat; wing: matched wood-duck quill, upright; hackle: brown/dun mixed",https://charliesflybox.com/learn-to-fly-fish/fly-tying/quill-gordon/
Light Cahill (Dry) #14,Dry,trout,"hook: dry #14; thread: cream 8/0; tail: light ginger hackle fibers; body: pale cream dubbing; wing: upright hen hackle tips (light); hackle: light ginger",https://charliesflybox.com/learn-to-fly-fish/fly-tying/light-cahill/
Greenwell's Glory (Dry) #14,Dry,trout,"hook: dry #14; thread: primrose silk; tail: red hen fibers; body: primrose silk dubbed olive-brown; rib: fine gold wire; wing: starling or mallard slips; hackle: furnace/ginger",https://globalflyfisher.com/patterns/greenwells-glory
Royal Coachman (Dry) #12,Dry,trout,"hook: dry #12; thread: black 6/0; tail: golden pheasant tippet; body: peacock herl w/ red floss band; wing: white duck quill; hackle: brown",https://charliesflybox.com/learn-to-fly-fish/fly-tying/royal-coachman/
F-Fly (BWO) #18,Dry/Emerger,trout,"hook: dry #18; thread: olive 12/0; body: olive thread or superfine dubbing; wing: 2–3 CDC feathers natural dun",https://globalflyfisher.com/patterns/f-fly
Iris Caddis (tan) #16,Emerger,trout,"hook: scud #16; thread: tan 8/0; shuck: amber Zelon; body: tan/antron dubbing; wing: white antron (iris) tuft; thorax: sparse dubbing",https://www.youtube.com/watch?v=WVbAi9eTEtA
Quigley No-Hackle (PMD) #16,Dry,trout,"hook: dry #16; thread: yellow 8/0; tail: microfibetts; abdomen: PMD superfine dubbing; wing: matched CDC tips (no hackle); thorax: PMD dubbing",https://troutbitten.com/2016/08/09/fly-box-quigley-no-hackle/
Chernobyl Ant (black/tan) #8,Terrestrial,trout,"hook: 2XL dry #8; thread: 140d black; body: 2-layer foam (black/tan); legs: barred rubber; underwing: flash; indicator: foam",https://howtoflyfish.orvis.com/flies/terrestrials/how-to-tie-the-chernobyl-ant/
Morrish Hopper (tan) #10,Terrestrial,trout,"hook: 2XL dry #10; thread: tan 140d; body: tan foam; underwing: mottled Thin Skin; wing: elk hair; legs: speckled silicone; indicator: foam",https://www.intheriffle.com/fly-tying-morrish-hopper/
Thunder Thighs Hopper (golden) #10,Terrestrial,trout,"hook: 2XL dry #10; thread: brown 140d; body: golden foam; legs: foam ‘thunder thighs’ + barred rubber; wing: elk hair; indicator: foam",https://flyfishfood.com/blogs/recipes/thunder-thighs-hopper
Japanese Beetle (foam) #14,Terrestrial,trout,"hook: dry #14; thread: black 8/0; body: black foam over peacock herl; shell: green flash or Thin Skin; legs: black rubber; indicator: white foam",https://charliesflybox.com/learn-to-fly-fish/fly-tying/japanese-beetle/
Sawyer’s Pheasant Tail (original) #16,Nymph,trout,"hook: nymph #16; thread: copper wire (used as rib & thread); tail: pheasant tail; body: pheasant tail fibers; thorax: pheasant tail fibers",https://midcurrent.com/flies/how-to-tie-sawyers-pheasant-tail-nymph/
Sawyer’s Killer Bug #14,Nymph,trout;grayling,"hook: nymph #14; thread: copper wire; body: Chadwick 477 (or Jamieson’s 290 substitute) wool",https://globalflyfisher.com/patterns/frank-sawyers-killer-bug
Zug Bug #14,Nymph,trout,"hook: nymph #14; thread: black 8/0; tail: peacock sword; body: peacock herl; rib: silver tinsel; shellback: turkey quill; hackle: brown hen",https://charliesflybox.com/learn-to-fly-fish/fly-tying/zug-bug/
Higa’s SOS #18,Nymph,trout,"hook: nymph #18; thread: black 8/0; tail: pheasant tail; body: black thread; rib: fine silver wire; wingcase: pearl flash; thorax: peacock herl",https://howtoflyfish.orvis.com/patterns/nymphs/980-higas-sos
Split-Case BWO #18,Nymph,trout,"hook: nymph #18; bead: 2.0mm silver; tail: coq de leon; abdomen: olive dubbing; rib: fine copper; thorax: peacock; wingcase: brown turkey + white antron split",https://bluequillangler.com/blogs/fly-tying/split-case-bwo
Barr’s Emerger (BWO) #18,Emerger,trout,"hook: scud #18; tail/shuck: brown z-lon; abdomen: olive thread/dubbing; rib: fine wire; thorax: peacock; wingcase: flash; legs: sparse partridge",https://charliesflybox.com/learn-to-fly-fish/fly-tying/barrs-emerger/
Batman Nymph #14,Nymph,trout,"hook: jig #14; bead: black nickel; tail: brown goose biots; body: black UV chenille; rib: blue wire; collar: UV purple ice dub",https://flyfishfood.com/blogs/recipes/the-batman-nymph
Hare & Copper #14,Nymph,trout,"hook: nymph #14; thread: brown 8/0; tail: pheasant tail; body: hare’s ear dubbing; rib: copper wire; thorax: spiky hare’s ear",https://www.completeangler.co.nz/blogs/fly-tying/hare-and-copper
Red Fox Squirrel Nymph #14,Nymph,trout,"hook: nymph #14; thread: brown 8/0; tail: squirrel guard hairs; abdomen: red-fox squirrel dubbing; rib: gold wire; wingcase: mottled turkey; thorax: spiky squirrel",https://www.flyfisherman.com/editorial/red-fox-squirrel-nymph/152097
Dolly Llama (white/black) #2,Streamer,trout;salmon,"hook: streamer #2 + trailing octopus #2; shank/connection: wire or braid; tail: rabbit strip; body: crosscut rabbit; flash: flashabou; eyes: lead",https://www.alaskaflyfishinggoods.com/fly-tying-tutorials/dolly-llama/
Drunk & Disorderly (olive) #2,Streamer,trout,"hook: articulated; head: deer-hair wedge; tail: marabou; body: schlappen/flash; collar: deer hair; weight: optional lead",https://www.umpqua.com/products/flies/streamers/drunk-disorderly
Mickey Finn #8,Streamer,trout,"hook: streamer #8; thread: red 6/0; body: flat silver tinsel; wing: yellow/red/yellow bucktail; rib: oval silver tinsel",https://howtoflyfish.orvis.com/flies/streamers/how-to-tie-the-mickey-finn/
Blacknose Dace #8,Streamer,trout,"hook: streamer #8; thread: black 6/0; body: flat silver tinsel; belly: white bucktail; mid: black bucktail; back: brown bucktail; cheeks: jungle cock (opt)",https://charliesflybox.com/learn-to-fly-fish/fly-tying/black-nosed-dace/
Royal Coachman (Streamer) #6,Streamer,trout,"hook: 6XL streamer #6; body: peacock herl with red floss band; wing: white hackle tips; throat: brown hackle; tail: golden pheasant tippet",https://howtoflyfish.orvis.com/flies/streamers/how-to-tie-the-royal-coachman-streamer/
Zonker (natural) #6,Streamer,trout,"hook: streamer #6; thread: tan 140d; wing: natural rabbit zonker; body: silver tinsel; rib: oval silver; underwing: pearl flash",https://charliesflybox.com/learn-to-fly-fish/fly-tying/zonker/
Lunch Money (shad) #2,Streamer,bass;trout,"hook: B10S #2; thread: white 140d; tail: marabou + flash; body: polar chenille; head: stacked deer hair; eyes: 3D",https://flyfishfood.com/blogs/recipes/lunch-money
NearNuff Crayfish (rust) #6,Nymph/Streamer,bass;trout,"hook: 2XL #6; thread: brown; claws: hen hackle; body: chenille dubbed; rib: mono; legs: rubber; shell: Swiss straw; eyes: mono burnt",https://howtoflyfish.orvis.com/flies/crayfish/how-to-tie-the-nearnuff-crayfish/
Bob’s Banger (white) 2/0,Topwater,saltwater;striped bass,"hook: 2/0 saltwater; body: foam cylinder on tube or hook; tail: bucktail/flash; collar: hackle; eyes: stick-on; finish: epoxy/UV",https://www.onthewater.com/tying-bob-popovics-bobs-banger
Ray’s Fly (olive/white) 1/0,Streamer,saltwater;striped bass,"hook: 1/0; thread: white; wing: bucktail stacked (white/brown/olive) with pearlescent flash; topping: peacock herl",https://www.onthewater.com/tying-rays-fly
Half & Half (Deceiver/Clouser) 1/0,Streamer,saltwater;striped bass,"hook: 1/0; eyes: dumbbell; belly: white bucktail; back: chartreuse bucktail; collar/wing: Deceiver saddle hackles + flash",https://howtoflyfish.orvis.com/flies/streamers/how-to-tie-the-half-and-half/
Beast Fleye (white) 3/0,Streamer,saltwater;predators,"hook: 3/0; thread: GSP; materials: hollow-tied bucktail in stacked sections, Flashabou; eyes: 3D",https://guides.crackaig.com/bob-popovics-beast-fleye/
Peterson’s Spawning Shrimp #4,Streamer,bonefish,"hook: salt #4; eyes: bead chain; tail: tan craft fur; feelers: krystal flash; body: pearl braid; wing: craft fur; egg: orange yarn",https://www.saltwateredge.com/blogs/saltwater-edge/petersons-spawning-shrimp
Raghead Crab (tan) #2,Crab,permit;bonefish,"hook: salt #2; eyes: lead; body: rag yarn/faux fur tied wide; legs: Sili legs; claws: craft fur; weed guard: mono",https://howtoflyfish.orvis.com/flies/crabs/how-to-tie-the-raghead-crab/
